"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"UP.GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN","GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN","GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP","GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP","GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_DOUBLE_POSITIVE_THYMOCYTE_UP","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP","GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP","GSE27291_6H_VS_7D_STIM_GAMMADELTA_TCELL_UP","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_DN","GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8_TCELL_IFNAR_KO_DN","1/6","197/21525",0.0050761421319797,18.2106598984772,4.05211389392256,0.0536777840333951,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","GSE13485_DAY3_VS_DAY7_YF17D_VACCINE_PBMC_DN","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP","GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP","GSE19401_PLN_VS_PEYERS_PATCH_FOLLICULAR_DC_UP","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE22886_NAIVE_BCELL_VS_DC_UP","GSE22886_NAIVE_BCELL_VS_DC_UP","GSE22886_NAIVE_BCELL_VS_DC_UP","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN","GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN","GSE2405_0H_VS_3H_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_DN","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_DN","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP","GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP","GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_UP","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000132204",1
"UP.GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP","1/6","198/21525",0.00505050505050505,18.1186868686869,4.04077094503375,0.0539440037115549,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN","GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN","GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE1566_WT_VS_EZH2_KO_LN_TCELL_UP","GSE1566_WT_VS_EZH2_KO_LN_TCELL_UP","GSE1566_WT_VS_EZH2_KO_LN_TCELL_UP","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN","GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN","GSE17186_MEMORY_VS_CD21LOW_TRANSITIONAL_BCELL_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN","GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN","GSE17721_LPS_VS_POLYIC_0.5H_BMDC_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN","GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN","GSE22140_GERMFREE_VS_SPF_ARTHRITIC_MOUSE_CD4_TCELL_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP","GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP","GSE22601_DOUBLE_NEGATIVE_VS_CD8_SINGLE_POSITIVE_THYMOCYTE_UP","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP","GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP","GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_24H_UP","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN","GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN","GSE26030_UNSTIM_VS_RESTIM_TH17_DAY5_POST_POLARIZATION_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_DN","GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_DN","GSE27859_MACROPHAGE_VS_CD11C_INT_F480_INT_DC_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN","GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN","GSE28449_WT_VS_LRF_KO_GERMINAL_CENTER_BCELL_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN","GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN","GSE35543_IN_VIVO_NTREG_VS_CONVERTED_EX_ITREG_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP","GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH2_UP","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN","GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN","GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE45365_NK_CELL_VS_CD8A_DC_DN","GSE45365_NK_CELL_VS_CD8A_DC_DN","GSE45365_NK_CELL_VS_CD8A_DC_DN","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP","GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP","GSE5542_UNTREATED_VS_IFNG_TREATED_EPITHELIAL_CELLS_6H_UP","1/6","199/21525",0.0050251256281407,18.0276381909548,4.0295107936904,0.054210160975949,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN","GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN","GSE12392_WT_VS_IFNB_KO_CD8A_POS_SPLEEN_DC_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE14350_IL2RB_KO_VS_WT_TEFF_DN","GSE14350_IL2RB_KO_VS_WT_TEFF_DN","GSE14350_IL2RB_KO_VS_WT_TEFF_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_UP","GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_UP","GSE15735_CTRL_VS_HDAC_INHIBITOR_TREATED_CD4_TCELL_12H_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP","GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP","GSE16385_UNTREATED_VS_12H_ROSIGLITAZONE_IFNG_TNF_TREATED_MACROPHAGE_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP","GSE17721_PAM3CSK4_VS_GADIQUIMOD_0.5H_BMDC_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP","GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE24814_STAT5_KO_VS_WT_PRE_BCELL_DN","GSE24814_STAT5_KO_VS_WT_PRE_BCELL_DN","GSE24814_STAT5_KO_VS_WT_PRE_BCELL_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE2706_UNSTIM_VS_2H_LPS_DC_UP","GSE2706_UNSTIM_VS_2H_LPS_DC_UP","GSE2706_UNSTIM_VS_2H_LPS_DC_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP","GSE2770_UNTREATED_VS_TGFB_AND_IL12_TREATED_ACT_CD4_TCELL_48H_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE28408_LY6G_POS_VS_NEG_DC_UP","GSE28408_LY6G_POS_VS_NEG_DC_UP","GSE28408_LY6G_POS_VS_NEG_DC_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN","GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN","GSE29949_CD8_POS_DC_SPLEEN_VS_MONOCYTE_BONE_MARROW_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN","GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN","GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_CTRL_VS_B_MALAYI_HIGH_DOSE_DC_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN","GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_DC_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","GSE36078_WT_VS_IL1R_KO_LUNG_DC_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP","GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP","GSE3982_MEMORY_CD4_TCELL_VS_BCELL_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN","GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN","GSE39820_CTRL_VS_IL1B_IL6_CD4_TCELL_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN","GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN","GSE39820_TGFBETA1_VS_TGFBETA3_IN_IL6_IL23A_TREATED_CD4_TCELL_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN","GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE4142_PLASMA_CELL_VS_GC_BCELL_DN","GSE4142_PLASMA_CELL_VS_GC_BCELL_DN","GSE4142_PLASMA_CELL_VS_GC_BCELL_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP","GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP","GSE45365_CD8A_DC_VS_CD11B_DC_IFNAR_KO_MCMV_INFECTION_UP","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000215580",1
"UP.GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN","GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN","GSE5542_UNTREATED_VS_IFNA_TREATED_EPITHELIAL_CELLS_6H_DN","1/6","200/21525",0.005,17.9375,4.01833241028363,0.0544762558382837,0.0563025703660295,0.0531349121421694,"ENSG00000215580",1
"UP.GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP","GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP","GSE24634_TEFF_VS_TCONV_DAY5_IN_CULTURE_UP","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN","GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN","GSE2770_UNTREATED_VS_IL12_TREATED_ACT_CD4_TCELL_6H_DN","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000274588",1
"UP.GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP","GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP","GSE360_HIGH_DOSE_B_MALAYI_VS_M_TUBERCULOSIS_DC_UP","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP","GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP","GSE36078_UNTREATED_VS_AD5_INF_MOUSE_LUNG_DC_UP","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN","GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN","GSE36527_CD69_NEG_VS_POS_TREG_CD62L_LOS_KLRG1_NEG_DN","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP","GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP","GSE3982_DC_VS_NEUTROPHIL_LPS_STIM_UP","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000099725",1
"UP.GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN","GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN","GSE39820_CTRL_VS_IL1B_IL6_IL23A_CD4_TCELL_DN","1/6","201/21525",0.00497512437810945,17.8482587064677,4.00723478310472,0.0547422883102634,0.0563025703660295,0.0531349121421694,"ENSG00000258484",1
"UP.GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","GSE1432_1H_VS_6H_IFNG_MICROGLIA_UP","1/6","202/21525",0.00495049504950495,17.759900990099,3.9962169179465,0.055008258403592,0.0563025703660295,0.0531349121421694,"ENSG00000131002",1
"UP.GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN","GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN","GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_DN","1/6","208/21525",0.00480769230769231,17.2475961538462,3.93173116344711,0.0566027696670647,0.0572609414073794,0.0540393639416285,"ENSG00000131002",1
"UP.GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP","GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP","GSE35435_RESTING_VS_IL4_TREATED_MACROPHAGE_UP","1/6","214/21525",0.00467289719626168,16.7640186915888,3.86988435791418,0.0581950382464934,0.0581950382464934,0.05492090723807,"ENSG00000131002",1
